1_Row_Opposing, 0.0001, 175, 72
1_Row_Opposing, 0.0045, 34, 72
1_Row_Opposing, 0.0152, 93, 72
1_Row_Opposing, 0.0255, 97, 72
1_Row_Opposing, 0.0356, 98, 72
1_Row_Opposing, 0.0452, 103, 72
1_Row_Opposing, 0.0547, 106, 72
1_Row_Opposing, 0.0639, 110, 72
1_Row_Opposing, 0.0726, 113, 72
1_Row_Opposing, 0.0804, 126, 72
1_Row_Opposing, 0.0884, 124, 72
1_Row_Opposing, 0.0962, 128, 72
1_Row_Opposing, 0.1039, 130, 72
1_Row_Opposing, 0.1113, 133, 72
1_Row_Opposing, 0.1189, 131, 72
1_Row_Opposing, 0.1264, 134, 72
1_Row_Opposing, 0.1335, 140, 72
1_Row_Opposing, 0.1406, 140, 72
1_Row_Opposing, 0.1476, 143, 72
1_Row_Opposing, 0.1546, 141, 72
1_Row_Opposing, 0.1618, 138, 72
1_Row_Opposing, 0.1691, 138, 72
1_Row_Opposing, 0.1761, 141, 72
1_Row_Opposing, 0.1828, 148, 72
1_Row_Opposing, 0.1897, 145, 72
1_Row_Opposing, 0.1972, 134, 72
1_Row_Opposing, 0.2037, 152, 72
1_Row_Opposing, 0.2098, 163, 72
1_Row_Opposing, 0.2161, 157, 72
1_Row_Opposing, 0.2221, 168, 72
1_Row_Opposing, 0.2282, 164, 72
1_Row_Opposing, 0.2342, 166, 72
1_Row_Opposing, 0.2403, 164, 72
1_Row_Opposing, 0.2462, 167, 72
1_Row_Opposing, 0.2522, 170, 72
1_Row_Opposing, 0.2582, 164, 72
1_Row_Opposing, 0.2641, 169, 72
1_Row_Opposing, 0.2696, 181, 72
1_Row_Opposing, 0.2753, 174, 72
1_Row_Opposing, 0.2810, 177, 72
1_Row_Opposing, 0.2865, 179, 72
1_Row_Opposing, 0.2921, 180, 72
1_Row_Opposing, 0.2973, 193, 72
1_Row_Opposing, 0.3027, 183, 72
1_Row_Opposing, 0.3078, 195, 72
1_Row_Opposing, 0.3124, 218, 72
1_Row_Opposing, 0.3168, 227, 72
1_Row_Opposing, 0.3208, 248, 72
1_Row_Opposing, 0.3251, 258, 72
1_Row_Opposing, 0.3308, 216, 72
1_Row_Opposing, 0.3362, 190, 72
1_Row_Opposing, 0.3417, 179, 72
1_Row_Opposing, 0.3473, 178, 72
1_Row_Opposing, 0.3529, 162, 72
1_Row_Opposing, 0.3628, 91, 72
1_Row_Opposing, 0.3674, 215, 72
