2_Rows_Opposing, 0.0000, 147, 144
2_Rows_Opposing, 0.0021, 109, 144
2_Rows_Opposing, 0.0080, 575, 144
2_Rows_Opposing, 0.0132, 170, 144
2_Rows_Opposing, 0.0190, 195, 144
2_Rows_Opposing, 0.0243, 170, 144
2_Rows_Opposing, 0.0300, 190, 144
2_Rows_Opposing, 0.0354, 172, 144
2_Rows_Opposing, 0.0413, 188, 144
2_Rows_Opposing, 0.0466, 171, 144
2_Rows_Opposing, 0.0523, 183, 144
2_Rows_Opposing, 0.0578, 177, 144
2_Rows_Opposing, 0.0634, 184, 144
2_Rows_Opposing, 0.0688, 178, 144
2_Rows_Opposing, 0.0746, 180, 144
2_Rows_Opposing, 0.0799, 170, 144
2_Rows_Opposing, 0.0856, 191, 144
2_Rows_Opposing, 0.0910, 173, 144
2_Rows_Opposing, 0.0967, 187, 144
2_Rows_Opposing, 0.1022, 178, 144
2_Rows_Opposing, 0.1079, 180, 144
2_Rows_Opposing, 0.1131, 174, 144
2_Rows_Opposing, 0.1190, 191, 144
2_Rows_Opposing, 0.1243, 170, 144
2_Rows_Opposing, 0.1300, 189, 144
2_Rows_Opposing, 0.1353, 174, 144
2_Rows_Opposing, 0.1411, 188, 144
2_Rows_Opposing, 0.1465, 170, 144
2_Rows_Opposing, 0.1523, 191, 144
2_Rows_Opposing, 0.1575, 169, 144
2_Rows_Opposing, 0.1634, 194, 144
2_Rows_Opposing, 0.1686, 169, 144
2_Rows_Opposing, 0.1745, 191, 144
2_Rows_Opposing, 0.1798, 171, 144
2_Rows_Opposing, 0.1856, 184, 144
2_Rows_Opposing, 0.1908, 176, 144
2_Rows_Opposing, 0.1966, 190, 144
2_Rows_Opposing, 0.2019, 173, 144
2_Rows_Opposing, 0.2078, 187, 144
2_Rows_Opposing, 0.2130, 170, 144
2_Rows_Opposing, 0.2188, 191, 144
2_Rows_Opposing, 0.2242, 173, 144
2_Rows_Opposing, 0.2299, 184, 144
2_Rows_Opposing, 0.2353, 172, 144
2_Rows_Opposing, 0.2410, 189, 144
2_Rows_Opposing, 0.2464, 172, 144
2_Rows_Opposing, 0.2522, 189, 144
2_Rows_Opposing, 0.2575, 170, 144
2_Rows_Opposing, 0.2633, 182, 144
2_Rows_Opposing, 0.2686, 178, 144
2_Rows_Opposing, 0.2746, 182, 144
2_Rows_Opposing, 0.2799, 171, 144
2_Rows_Opposing, 0.2857, 187, 144
2_Rows_Opposing, 0.2911, 172, 144
2_Rows_Opposing, 0.2968, 184, 144
2_Rows_Opposing, 0.3021, 176, 144
2_Rows_Opposing, 0.3078, 191, 144
2_Rows_Opposing, 0.3131, 173, 144
2_Rows_Opposing, 0.3189, 187, 144
2_Rows_Opposing, 0.3243, 174, 144
2_Rows_Opposing, 0.3300, 184, 144
2_Rows_Opposing, 0.3355, 172, 144
2_Rows_Opposing, 0.3411, 186, 144
2_Rows_Opposing, 0.3466, 177, 144
2_Rows_Opposing, 0.3526, 180, 144
2_Rows_Opposing, 0.3576, 168, 144
2_Rows_Opposing, 0.3634, 199, 144
2_Rows_Opposing, 0.3687, 173, 144
2_Rows_Opposing, 0.3745, 184, 144
2_Rows_Opposing, 0.3798, 172, 144
2_Rows_Opposing, 0.3856, 182, 144
2_Rows_Opposing, 0.3909, 177, 144
2_Rows_Opposing, 0.3967, 183, 144
2_Rows_Opposing, 0.4020, 160, 144
2_Rows_Opposing, 0.4078, 214, 144
2_Rows_Opposing, 0.4132, 173, 144
2_Rows_Opposing, 0.4190, 178, 144
2_Rows_Opposing, 0.4243, 172, 144
2_Rows_Opposing, 0.4300, 191, 144
2_Rows_Opposing, 0.4354, 172, 144
2_Rows_Opposing, 0.4412, 186, 144
2_Rows_Opposing, 0.4465, 159, 144
2_Rows_Opposing, 0.4522, 210, 144
2_Rows_Opposing, 0.4576, 170, 144
2_Rows_Opposing, 0.4633, 190, 144
2_Rows_Opposing, 0.4687, 172, 144
2_Rows_Opposing, 0.4745, 192, 144
2_Rows_Opposing, 0.4798, 155, 144
2_Rows_Opposing, 0.4857, 198, 144
2_Rows_Opposing, 0.4909, 181, 144
2_Rows_Opposing, 0.4967, 183, 144
2_Rows_Opposing, 0.5020, 175, 144
2_Rows_Opposing, 0.5078, 184, 144
2_Rows_Opposing, 0.5131, 178, 144
2_Rows_Opposing, 0.5189, 188, 144
2_Rows_Opposing, 0.5242, 172, 144
2_Rows_Opposing, 0.5301, 182, 144
2_Rows_Opposing, 0.5355, 177, 144
2_Rows_Opposing, 0.5412, 178, 144
2_Rows_Opposing, 0.5465, 181, 144
2_Rows_Opposing, 0.5522, 186, 144
2_Rows_Opposing, 0.5576, 174, 144
2_Rows_Opposing, 0.5634, 186, 144
2_Rows_Opposing, 0.5687, 173, 144
2_Rows_Opposing, 0.5745, 185, 144
2_Rows_Opposing, 0.5798, 173, 144
2_Rows_Opposing, 0.5856, 187, 144
2_Rows_Opposing, 0.5909, 173, 144
2_Rows_Opposing, 0.5966, 186, 144
2_Rows_Opposing, 0.6020, 176, 144
2_Rows_Opposing, 0.6078, 185, 144
2_Rows_Opposing, 0.6131, 174, 144
2_Rows_Opposing, 0.6188, 186, 144
2_Rows_Opposing, 0.6242, 174, 144
2_Rows_Opposing, 0.6299, 185, 144
2_Rows_Opposing, 0.6353, 174, 144
2_Rows_Opposing, 0.6411, 185, 144
2_Rows_Opposing, 0.6465, 174, 144
2_Rows_Opposing, 0.6522, 179, 144
2_Rows_Opposing, 0.6575, 171, 144
2_Rows_Opposing, 0.6633, 196, 144
2_Rows_Opposing, 0.6686, 173, 144
2_Rows_Opposing, 0.6744, 186, 144
