Execution time (s): 45.706626
Total clicks: 26

Mouse path (time_seconds, x, y):
7.746086, 366, 257
7.751689, 359, 256
7.757191, 352, 255
7.762798, 345, 254
7.768620, 338, 253
7.773793, 332, 253
7.779682, 322, 252
7.784933, 315, 251
7.790894, 306, 250
7.796044, 299, 250
7.801828, 291, 249
7.807726, 283, 249
7.812727, 276, 249
7.818597, 269, 249
7.823778, 264, 249
7.829958, 258, 249
7.834868, 251, 249
7.840828, 244, 248
7.846100, 239, 248
7.851756, 232, 248
7.857176, 226, 247
7.862693, 219, 247
7.868768, 213, 247
7.873820, 210, 246
7.879775, 204, 246
7.885026, 201, 246
7.890941, 197, 246
7.896095, 195, 245
7.901596, 193, 245
7.907149, 191, 245
7.912742, 189, 245
7.918382, 188, 245
7.923744, 187, 245
7.929330, 186, 245
7.934577, 186, 245
7.940105, 186, 245
7.945647, 186, 245
7.951232, 186, 245
7.956764, 186, 245
7.962312, 186, 245
7.967879, 186, 245
7.973431, 186, 245
7.978982, 186, 245
7.984573, 186, 245
7.990093, 186, 245
7.995649, 186, 245
8.001208, 186, 245
8.006766, 186, 245
8.012316, 186, 245
8.018389, 186, 244
8.023427, 186, 244
8.028980, 186, 244
8.034536, 186, 244
8.040099, 186, 244
8.045652, 186, 244
8.051288, 186, 244
8.056772, 186, 244
8.062315, 186, 244
8.067874, 186, 244
8.073419, 186, 244
8.078979, 186, 244
8.084575, 186, 244
8.090113, 186, 244
8.095647, 186, 244
8.101203, 186, 244
8.106784, 186, 244
8.112310, 186, 244
8.117893, 186, 244
8.123424, 186, 244
8.128979, 186, 244
8.135078, 186, 244
8.140101, 186, 244
8.145639, 186, 244
8.151217, 186, 244
8.156765, 186, 244
8.162313, 186, 244
8.167905, 186, 244
8.173422, 186, 244
8.178980, 186, 244
8.184541, 186, 244
8.190103, 186, 244
8.195640, 186, 244
8.201215, 186, 244
8.206769, 186, 244
8.212313, 186, 244
8.217877, 186, 244
8.223427, 186, 244
8.228981, 186, 244
8.234598, 186, 244
8.240084, 186, 244
8.245648, 186, 244
8.251205, 186, 244
8.256767, 186, 244
8.262315, 186, 244
8.267868, 186, 244
8.273418, 186, 244
8.279001, 186, 244
8.284591, 186, 244
8.290164, 186, 244
8.295710, 187, 244
8.301774, 188, 245
8.307166, 191, 245
8.312864, 193, 247
8.318814, 197, 248
8.323843, 200, 249
8.329341, 203, 250
8.335084, 206, 251
8.340446, 210, 252
8.346272, 214, 253
8.352097, 218, 255
8.357127, 221, 256
8.362746, 226, 257
8.369016, 231, 259
8.373804, 235, 260
8.379692, 240, 261
8.385015, 244, 262
8.390850, 249, 263
8.396034, 254, 264
8.401829, 259, 265
8.407148, 263, 265
8.412708, 267, 266
8.418773, 271, 266
8.423795, 275, 267
8.429359, 279, 267
8.435074, 283, 267
8.440452, 286, 267
8.446217, 289, 267
8.451827, 292, 267
8.457172, 294, 267
8.462695, 297, 266
8.468277, 299, 265
8.473760, 300, 265
8.479330, 302, 264
8.485175, 303, 264
8.490837, 304, 263
8.496049, 304, 262
8.501757, 305, 262
8.507167, 306, 261
8.512299, 306, 261
8.518278, 307, 261
8.523873, 307, 260
8.528967, 307, 260
8.534552, 307, 260
8.540108, 307, 260
8.545635, 307, 260
8.551193, 307, 260
8.556753, 307, 260
8.562289, 307, 260
8.567875, 307, 260
8.573412, 307, 260
8.578955, 307, 260
8.584640, 307, 260
8.590091, 307, 260
8.595636, 307, 260
8.601171, 307, 260
8.606754, 307, 260
8.612261, 307, 260
8.628969, 307, 260
8.629238, 307, 260
8.634543, 307, 260
8.640064, 307, 260
8.645616, 307, 260
8.651185, 307, 260
8.656723, 307, 260
8.662278, 307, 260
8.667899, 307, 260
8.673392, 307, 260
8.679047, 307, 260
8.684515, 307, 260
8.690100, 307, 260
8.695620, 307, 260
8.701176, 307, 260
8.706723, 307, 260
8.712286, 307, 260
8.717897, 307, 260
8.723860, 308, 260
8.729377, 309, 260
8.734957, 310, 260
8.740420, 312, 260
8.745990, 314, 261
8.751950, 315, 262
8.757396, 317, 262
8.762659, 318, 263
8.768385, 319, 263
8.773755, 321, 264
8.779320, 322, 264
8.785027, 323, 264
8.790496, 323, 265
8.795996, 324, 265
8.801691, 325, 265
8.807134, 326, 266
8.812657, 327, 266
8.818344, 328, 266
8.823742, 329, 267
8.829301, 330, 267
8.835037, 331, 267
8.840501, 332, 267
8.845985, 333, 267
8.851659, 334, 268
8.857107, 335, 268
8.862271, 335, 268
8.868333, 336, 268
8.873407, 336, 268
8.878944, 336, 268
8.884579, 336, 268
8.890075, 336, 268
8.895609, 336, 268
8.901219, 336, 268
8.906722, 336, 268
8.912275, 336, 268
8.917846, 336, 268
8.923393, 336, 268
8.928958, 336, 268
8.934574, 336, 268
8.940053, 336, 268
8.945609, 336, 268
8.951170, 336, 268
8.956721, 336, 268
8.962271, 336, 268
8.967850, 336, 268
8.973938, 337, 268
8.978943, 337, 268
8.984540, 337, 268
8.990621, 338, 268
8.996043, 338, 267
9.001678, 339, 267
9.007115, 340, 266
9.012782, 342, 266
9.018311, 343, 265
9.023764, 344, 265
9.029384, 345, 264
9.035222, 346, 264
9.040874, 348, 263
9.045621, 348, 263
9.051884, 350, 262
9.056736, 350, 262
9.062791, 352, 261
9.068383, 353, 261
9.073750, 355, 260
9.079352, 357, 259
9.084938, 360, 258
9.090861, 363, 256
9.095996, 366, 255
9.102121, 369, 254
9.107122, 371, 253
9.112723, 373, 252
9.118653, 376, 251
9.123739, 377, 250
9.129329, 379, 249
9.135157, 381, 248
9.140424, 382, 247
9.146002, 383, 247
9.151691, 384, 246
9.157207, 385, 246
9.162298, 385, 246
9.167862, 385, 246
9.173869, 386, 246
9.178972, 386, 246
9.185306, 386, 246
9.190088, 386, 246
9.195823, 386, 246
9.201176, 386, 246
9.206751, 386, 246
9.212304, 386, 246
9.217862, 386, 246
9.223416, 386, 246
9.228955, 386, 246
9.234557, 386, 246
9.240083, 386, 246
9.245615, 386, 246
9.251174, 386, 246
9.256740, 386, 246
9.262293, 386, 246
9.267852, 386, 246
9.273794, 386, 246
9.279045, 386, 246
9.284579, 386, 246
9.290074, 386, 246
9.295612, 386, 246
9.301183, 386, 246
9.306776, 386, 246
9.312310, 386, 246
9.317838, 386, 246
9.323397, 386, 246
9.329001, 386, 246
9.334524, 386, 246
9.340086, 386, 246
9.345626, 386, 246
9.352260, 387, 248
9.357126, 387, 249
9.362711, 388, 250
9.368352, 388, 251
9.373751, 389, 252
9.379457, 389, 253
9.384991, 390, 253
9.390470, 390, 254
9.395627, 390, 254
9.401638, 391, 254
9.406747, 391, 254
9.412710, 391, 255
9.418325, 392, 255
9.423398, 392, 255
9.429483, 393, 255
9.435094, 394, 255
9.440080, 394, 255
9.446023, 395, 255
9.451186, 395, 255
9.457110, 396, 255
9.462673, 397, 255
9.468306, 398, 256
9.473777, 399, 256
9.478959, 399, 256
9.484988, 400, 256
9.490059, 400, 256
9.495620, 400, 256
9.501187, 400, 256
9.506729, 400, 256
9.512322, 400, 256
9.518342, 401, 256
9.523411, 401, 256
9.528964, 401, 256
9.534517, 401, 256
9.540071, 401, 256
9.545611, 401, 256
9.551169, 401, 256
9.556744, 401, 256
9.562290, 401, 256
9.567851, 401, 256
9.573420, 401, 256
9.578952, 401, 256
9.584596, 401, 256
9.590058, 401, 256
9.595613, 401, 256
9.601189, 401, 256
9.606730, 401, 256
9.612275, 401, 256
9.617853, 401, 256
9.623391, 401, 256
9.628935, 401, 256
9.634561, 401, 256
9.640079, 401, 256
9.645616, 401, 256
9.651688, 402, 256
9.657109, 403, 256
9.662333, 403, 256
9.668286, 404, 255
9.673774, 405, 255
9.679341, 406, 254
9.684503, 406, 254
9.690096, 406, 254
9.696009, 407, 254
9.701177, 407, 254
9.706727, 407, 254
9.712283, 407, 254
9.717855, 407, 254
9.723382, 407, 254
9.728940, 407, 254
9.734537, 407, 254
9.740053, 407, 254
9.745646, 407, 254
9.751170, 407, 254
9.756699, 407, 254
9.762234, 407, 254
9.767836, 407, 254
9.773355, 407, 254
9.790533, 408, 253
9.790582, 408, 253
9.795642, 408, 253
9.801174, 408, 253
9.806730, 408, 253
9.812305, 408, 253
9.817965, 408, 253
9.823387, 408, 253
9.828925, 408, 253
9.834517, 408, 253
9.840091, 408, 253
9.845604, 408, 253
9.851214, 408, 253
9.856713, 408, 253
9.862265, 408, 253
9.867858, 408, 253
9.873382, 408, 253
9.879433, 408, 253
9.884536, 408, 253
9.890094, 408, 253
9.895604, 408, 253
9.901172, 408, 253
9.906713, 408, 253
9.912276, 408, 253
9.917879, 408, 253
9.923381, 408, 253
9.928948, 408, 253
9.934493, 408, 253
9.940083, 408, 253
9.945620, 408, 253
9.951277, 408, 252
9.957200, 407, 250
9.962754, 407, 248
9.968380, 406, 246
9.973798, 405, 244
9.979344, 405, 242
9.985100, 404, 240
9.991095, 404, 237
9.995956, 404, 235
10.001996, 403, 233
10.007135, 403, 232
10.012676, 402, 230
10.018291, 402, 228
10.023763, 401, 226
10.029318, 401, 225
10.034982, 400, 223
10.040431, 400, 221
10.046004, 400, 219
10.051949, 400, 216
10.057152, 400, 215
10.062687, 400, 212
10.068695, 400, 210
10.073769, 400, 209
10.079326, 400, 207
10.084972, 400, 206
10.090788, 401, 204
10.095958, 401, 203
10.101661, 402, 202
10.107107, 402, 201
10.112744, 403, 199
10.118434, 403, 198
10.123797, 404, 197
10.129320, 404, 196
10.134528, 404, 196
10.140043, 404, 196
10.145997, 404, 195
10.151168, 404, 195
10.156721, 404, 195
10.162265, 404, 195
10.167832, 404, 195
10.173379, 404, 195
10.178935, 404, 195
10.184688, 404, 195
10.190055, 404, 195
10.195605, 404, 195
10.201214, 404, 195
10.206772, 404, 195
10.212268, 404, 195
10.218394, 404, 195
10.223383, 404, 195
10.228937, 404, 195
10.234499, 404, 195
10.240064, 404, 195
10.245602, 404, 195
10.251169, 404, 195
10.256715, 404, 195
10.262270, 404, 195
10.267885, 404, 195
10.273958, 403, 196
10.279352, 401, 198
10.285055, 398, 200
10.290862, 395, 203
10.296139, 393, 205
10.301929, 389, 208
10.307132, 385, 210
10.312770, 381, 213
10.318390, 377, 216
10.323758, 371, 220
10.329414, 365, 223
10.334975, 359, 226
10.340482, 353, 229
10.345950, 345, 232
10.351744, 337, 235
10.357135, 330, 238
10.362851, 322, 241
10.368301, 315, 243
10.373732, 309, 245
10.379359, 301, 247
10.384957, 294, 249
10.390792, 286, 251
10.395967, 281, 252
10.401905, 273, 253
10.407106, 267, 255
10.412957, 260, 256
10.418391, 253, 257
10.423774, 247, 259
10.429747, 240, 260
10.435008, 235, 261
10.440799, 228, 262
10.446165, 223, 263
10.451902, 219, 263
10.457114, 215, 264
10.462763, 211, 264
10.468708, 208, 264
10.473757, 206, 264
10.479298, 203, 264
10.485093, 201, 264
10.490420, 198, 264
10.495982, 196, 264
10.501962, 193, 264
10.507192, 192, 264
10.512763, 190, 264
10.518246, 189, 264
10.523735, 188, 264
10.528926, 188, 264
10.534546, 188, 264
10.540516, 187, 264
10.545603, 187, 264
10.551216, 187, 264
10.556733, 187, 264
10.562277, 187, 264
10.568373, 186, 264
10.573376, 186, 264
10.578944, 186, 264
10.585184, 185, 264
10.590788, 184, 263
10.595602, 184, 263
10.601582, 183, 263
10.606701, 183, 263
10.612634, 182, 263
10.617835, 182, 263
10.623772, 182, 262
10.629391, 181, 262
10.634547, 181, 262
10.640482, 180, 262
10.645965, 180, 261
10.651730, 179, 261
10.657115, 179, 260
10.662816, 178, 260
10.667831, 178, 260
10.673779, 177, 259
10.678937, 177, 259
10.684978, 176, 258
10.690082, 176, 258
10.695981, 175, 258
10.701660, 175, 257
10.706708, 175, 257
10.712270, 175, 257
10.718262, 175, 256
10.723377, 175, 256
10.728931, 175, 256
10.735062, 175, 255
10.740608, 176, 255
10.745590, 176, 255
10.751165, 176, 255
10.756732, 176, 255
10.762261, 176, 255
10.768458, 177, 254
10.773465, 177, 254
10.779484, 178, 254
10.784979, 179, 253
10.790756, 180, 251
10.795987, 181, 251
10.801639, 182, 250
10.807075, 182, 249
10.812689, 183, 248
10.818438, 183, 247
10.823785, 184, 246
10.828923, 184, 246
10.834931, 184, 245
10.840043, 184, 245
10.846001, 185, 245
10.851166, 185, 245
10.857170, 185, 244
10.862251, 185, 244
10.867812, 185, 244
10.873368, 185, 244
10.878917, 185, 244
10.884540, 185, 244
10.890044, 185, 244
10.895585, 185, 244
10.901162, 185, 244
10.906700, 185, 244
10.912249, 185, 244
10.918441, 186, 244
10.923381, 186, 244
10.928943, 186, 244
10.934482, 186, 244
10.940542, 186, 243
10.945563, 186, 243
10.956723, 186, 243
10.956981, 186, 243
10.962267, 186, 243
10.967809, 186, 243
10.973426, 186, 243
10.978914, 186, 243
10.984475, 186, 243
10.990020, 186, 243
10.995571, 186, 243
11.001148, 186, 243
11.006692, 186, 243
11.012660, 186, 243
11.017803, 186, 243
11.023359, 186, 243
11.028900, 186, 243
11.034475, 186, 243
11.040074, 186, 243
11.045565, 186, 243
11.051144, 186, 243
11.056689, 186, 243
11.062258, 186, 243
11.067813, 186, 243
11.073429, 186, 243
11.078963, 186, 243
11.084510, 186, 243
11.090020, 186, 243
11.095571, 186, 243
11.101139, 186, 243
11.106707, 186, 243
11.112259, 186, 243
11.117813, 186, 243
11.123353, 186, 243
11.128895, 186, 243
11.134475, 186, 243
11.140017, 186, 243
11.145571, 186, 243
11.151139, 186, 243
11.156684, 186, 243
11.162240, 186, 243
11.167833, 186, 243
11.173436, 186, 243
11.179457, 187, 244
11.185347, 190, 246
11.190741, 193, 248
11.195971, 197, 251
11.201935, 201, 253
11.207063, 206, 255
11.212998, 212, 258
11.218667, 218, 260
11.223709, 225, 262
11.229427, 232, 264
11.234981, 241, 266
11.240860, 251, 268
11.245984, 259, 270
11.251947, 269, 271
11.256951, 278, 273
11.262946, 287, 275
11.268302, 294, 275
11.273858, 304, 276
11.279311, 311, 277
11.285032, 318, 277
11.290817, 324, 277
11.295916, 331, 277
11.301960, 338, 277
11.307070, 344, 277
11.312959, 351, 277
11.318690, 358, 277
11.323857, 362, 277
11.329311, 367, 277
11.334929, 372, 276
11.340466, 375, 275
11.345963, 378, 274
11.351589, 380, 273
11.357047, 382, 272
11.362826, 383, 271
11.368219, 385, 270
11.373719, 386, 268
11.379288, 387, 267
11.384913, 389, 265
11.390826, 391, 263
11.396061, 392, 261
11.401583, 394, 258
11.407188, 395, 256
11.412629, 397, 253
11.418248, 398, 250
11.423742, 399, 248
11.429340, 400, 245
11.435050, 401, 243
11.440447, 401, 240
11.445974, 401, 238
11.451940, 401, 236
11.457115, 402, 234
11.462675, 402, 233
11.468263, 402, 231
11.473825, 403, 230
11.479300, 403, 229
11.484996, 403, 228
11.490059, 403, 228
11.495568, 403, 228
11.501151, 403, 228
11.506707, 403, 228
11.512239, 403, 228
11.517807, 403, 228
11.523372, 403, 228
11.528912, 403, 228
11.534564, 403, 228
11.540560, 404, 227
11.545571, 404, 227
11.551671, 405, 226
11.556683, 405, 226
11.563037, 406, 225
11.567818, 406, 225
11.573367, 406, 225
11.579300, 406, 224
11.584990, 407, 224
11.590049, 407, 224
11.595575, 407, 224
11.601145, 407, 224
11.606691, 407, 224
11.612255, 407, 224
11.617813, 407, 224
11.623349, 407, 224
11.628899, 407, 224
11.634520, 407, 224
11.640512, 407, 223
11.645575, 407, 223
11.651670, 408, 222
11.657132, 408, 221
11.662670, 409, 220
11.668291, 409, 219
11.673759, 410, 218
11.679282, 411, 218
11.684952, 412, 217
11.690388, 412, 216
11.696004, 413, 215
11.701618, 413, 214
11.707103, 414, 213
11.712232, 414, 213
11.718296, 415, 212
11.723738, 415, 211
11.729334, 416, 210
11.734488, 416, 210
11.740537, 416, 209
11.745591, 416, 209
11.751141, 416, 209
11.757102, 417, 208
11.762247, 417, 208
11.767829, 417, 208
11.773756, 417, 207
11.778904, 417, 207
11.785006, 418, 206
11.790438, 418, 205
11.795924, 418, 204
11.801565, 419, 204
11.807116, 419, 203
11.812236, 419, 203
11.817827, 419, 203
11.823349, 419, 203
11.828902, 419, 203
11.834483, 419, 203
11.840009, 419, 203
11.845577, 419, 203
11.851131, 419, 203
11.856687, 419, 203
11.862244, 419, 203
11.867861, 419, 203
11.873337, 419, 203
11.878941, 419, 203
11.884496, 419, 203
11.890040, 419, 203
11.895572, 419, 203
11.901150, 419, 203
11.906675, 419, 203
11.912246, 419, 203
11.917805, 419, 203
11.923358, 419, 203
11.928925, 419, 203
11.934466, 419, 203
11.940051, 419, 203
11.945577, 419, 203
11.951147, 419, 203
11.956692, 419, 203
11.962243, 419, 203
11.967797, 419, 203
11.973344, 419, 203
11.978907, 419, 203
11.984520, 419, 203
11.990087, 419, 203
11.995575, 419, 203
12.001127, 419, 203
12.006690, 419, 203
12.012229, 419, 203
12.017812, 419, 203
12.023374, 419, 203
12.028895, 419, 203
12.034550, 419, 203
12.040010, 419, 203
12.045556, 419, 203
12.051153, 419, 203
12.056681, 419, 203
12.062244, 419, 203
12.067804, 419, 203
12.073356, 419, 203
12.078916, 419, 203
12.084434, 419, 203
12.090014, 419, 203
12.095534, 419, 203
12.112223, 419, 203
12.112526, 419, 203
12.117831, 419, 203
12.123334, 419, 203
12.128896, 419, 203
12.134455, 419, 203
12.140027, 419, 203
12.145575, 419, 203
12.151149, 419, 203
12.156663, 419, 203
12.162218, 419, 203
12.167817, 419, 203
12.173328, 419, 203
12.178885, 419, 203
12.184479, 419, 203
12.190031, 419, 203
12.195547, 419, 203
12.201120, 419, 203
12.206671, 419, 203
12.212220, 419, 203
12.218017, 419, 203
12.223852, 419, 203
12.228884, 419, 203
12.234467, 419, 203
12.239998, 419, 203
12.245549, 419, 203
12.251117, 419, 203
12.256663, 419, 203
12.262209, 419, 203
12.267816, 419, 203
12.273358, 419, 203
12.278888, 419, 203
12.284462, 419, 203
12.290069, 419, 203
12.295579, 419, 203
12.301340, 419, 203
12.306709, 419, 203
12.312221, 419, 203
12.317810, 419, 203
12.323361, 419, 203
12.328893, 419, 203
12.334475, 419, 203
12.340041, 419, 203
12.345569, 419, 203
12.351164, 419, 203
12.356677, 419, 203
12.362220, 419, 203
12.367788, 419, 203
12.373356, 419, 203
12.378892, 419, 203
12.384467, 419, 203
12.390021, 419, 203
12.395563, 419, 203
12.401141, 419, 203
12.406667, 419, 203
12.412225, 419, 203
12.417871, 419, 203
12.423341, 419, 203
12.428920, 419, 203
12.434452, 419, 203
12.440031, 419, 203
12.445588, 419, 203
12.451124, 419, 203
12.456680, 419, 203
12.462234, 419, 203
12.467798, 419, 203
12.473337, 419, 203
12.478901, 419, 203
12.484526, 419, 203
12.490013, 419, 203
12.495563, 419, 203
12.501127, 419, 203
12.506681, 419, 203
12.512218, 419, 203
12.517782, 419, 203
12.523348, 419, 203
12.528894, 419, 203
12.534559, 419, 203
12.540021, 419, 203
12.545549, 419, 203
12.551167, 419, 203
12.556678, 419, 203
12.562223, 419, 203
12.567913, 420, 203
12.573824, 422, 205
12.579339, 424, 207
12.584965, 428, 210
12.590478, 430, 212
12.595947, 434, 215
12.602006, 437, 217
12.607053, 440, 219
12.612649, 443, 222
12.618236, 446, 224
12.623815, 451, 227
12.629555, 454, 230
12.635022, 458, 232
12.640809, 462, 235
12.645957, 466, 237
12.651927, 470, 239
12.657072, 474, 242
12.662639, 478, 244
12.668238, 483, 247
12.673714, 487, 249
12.679270, 492, 252
12.684950, 499, 255
12.690418, 503, 257
12.695929, 511, 260
12.701863, 518, 263
12.707056, 525, 266
12.712941, 533, 268
12.718293, 540, 271
12.723997, 548, 273
12.729237, 554, 275
12.734848, 561, 276
12.740423, 566, 277
12.745977, 573, 279
12.751903, 581, 280
12.757143, 586, 282
12.762988, 594, 283
12.768237, 600, 283
12.773798, 608, 284
12.779282, 614, 285
12.784975, 620, 285
12.790686, 629, 285
12.795908, 635, 285
12.802114, 642, 285
12.807097, 646, 285
12.812985, 652, 285
12.818236, 656, 285
12.823821, 662, 284
12.829258, 667, 284
12.835047, 672, 284
12.840491, 677, 283
12.845928, 683, 283
12.851912, 689, 283
12.857036, 693, 283
12.862989, 699, 283
12.868286, 703, 283
12.873788, 707, 283
12.879340, 710, 283
12.884927, 713, 283
12.890412, 716, 282
12.895960, 719, 282
12.902018, 722, 282
12.907030, 724, 282
12.913152, 727, 282
12.918209, 728, 282
12.923729, 730, 282
12.929361, 732, 282
12.934976, 733, 282
12.940368, 734, 282
12.946159, 735, 282
12.951569, 736, 281
12.956653, 736, 281
12.962673, 737, 281
12.968245, 738, 281
12.973698, 740, 281
12.979318, 742, 281
12.984913, 745, 281
12.990404, 748, 281
12.995942, 751, 281
13.001858, 754, 281
13.007086, 756, 281
13.012657, 759, 281
13.018258, 761, 281
13.023704, 763, 281
13.029285, 765, 281
13.035289, 766, 280
13.040367, 767, 280
13.045930, 768, 280
13.051512, 769, 280
13.057029, 769, 279
13.062675, 770, 279
13.067772, 770, 279
13.073417, 770, 279
13.079287, 771, 279
13.084907, 772, 279
13.090378, 773, 278
13.095972, 774, 278
13.101128, 774, 278
13.107081, 775, 277
13.112899, 776, 277
13.117771, 776, 277
13.123738, 777, 276
13.128889, 777, 276
13.134432, 777, 276
13.140025, 777, 276
13.145554, 777, 276
13.151099, 777, 276
13.156658, 777, 276
13.162232, 777, 276
13.167770, 777, 276
13.173324, 777, 276
13.178892, 777, 276
13.184444, 777, 276
13.190021, 777, 276
13.195544, 777, 276
13.201109, 777, 276
13.206660, 777, 276
13.212215, 777, 276
13.217778, 777, 276
13.223750, 778, 275
13.228919, 778, 275
13.234927, 778, 274
13.239962, 778, 274
13.245531, 778, 274
13.251084, 778, 274
13.256628, 778, 274
13.273327, 778, 274
13.273599, 778, 274
13.278894, 778, 274
13.284432, 778, 274
13.289994, 778, 274
13.295537, 778, 274
13.301108, 778, 274
13.306649, 778, 274
13.312199, 778, 274
13.317773, 778, 274
13.323306, 778, 274
13.328874, 778, 274
13.334430, 778, 274
13.339974, 778, 274
13.345552, 778, 274
13.351110, 778, 274
13.356672, 778, 274
13.362215, 778, 274
13.367811, 778, 274
13.373310, 778, 274
13.379039, 778, 274
13.384484, 778, 274
13.390012, 778, 274
13.395972, 779, 273
13.401609, 779, 272
13.407044, 779, 271
13.412210, 779, 271
13.418427, 780, 270
13.423379, 780, 270
13.429267, 780, 269
13.434448, 780, 269
13.440029, 780, 269
13.445541, 780, 269
13.451144, 780, 269
13.456656, 780, 269
13.462193, 780, 269
13.467859, 780, 269
13.473327, 780, 269
13.478900, 780, 269
13.484468, 780, 269
13.490020, 780, 269
13.495539, 780, 269
13.501124, 780, 269
13.506656, 780, 269
13.512200, 780, 269
13.518296, 780, 269
13.523314, 780, 269
13.528872, 780, 269
13.534471, 780, 269
13.540001, 780, 269
13.545549, 780, 269
13.551162, 780, 269
13.556656, 780, 269
13.562230, 780, 269
13.567817, 780, 269
13.573308, 780, 269
13.578878, 780, 269
13.584484, 780, 269
13.590025, 780, 269
13.595535, 780, 269
13.601237, 780, 269
13.606648, 780, 269
13.612200, 780, 269
13.617782, 780, 269
13.623315, 780, 269
13.628869, 780, 269
13.634531, 780, 269
13.640034, 780, 269
13.645557, 780, 269
13.651165, 780, 269
13.656645, 780, 269
13.662216, 780, 269
13.667830, 780, 269
13.673310, 780, 269
13.678865, 780, 269
13.684481, 780, 269
13.690021, 780, 269
13.695537, 780, 269
13.701098, 780, 269
13.706654, 780, 269
13.712199, 780, 269
13.717819, 780, 269
13.723327, 780, 269
13.728887, 780, 269
13.734479, 780, 269
13.740010, 780, 269
13.745536, 780, 269
13.751138, 780, 269
13.756657, 780, 269
13.762196, 780, 269
13.767832, 780, 269
13.773333, 780, 269
13.778867, 780, 269
13.784446, 780, 269
13.789988, 780, 269
13.795527, 780, 269
13.801139, 780, 269
13.806656, 780, 269
13.812200, 780, 269
13.817828, 780, 269
13.823342, 780, 269
13.828884, 780, 269
13.834496, 780, 269
13.839990, 780, 269
13.845541, 780, 269
13.851104, 780, 269
13.856648, 780, 269
13.862187, 780, 269
13.867801, 780, 269
13.873319, 780, 269
13.878863, 780, 269
13.884438, 780, 269
13.890009, 780, 269
13.895546, 780, 269
13.901109, 780, 269
13.906645, 780, 269
13.912217, 780, 269
13.917787, 780, 269
13.923318, 780, 269
13.928879, 780, 269
13.934429, 780, 269
13.940079, 780, 269
13.945619, 781, 269
13.951593, 782, 269
13.957058, 783, 269
13.962612, 784, 269
13.968223, 785, 269
13.973681, 786, 269
13.979297, 787, 269
13.984476, 787, 269
13.990387, 788, 269
13.995926, 789, 269
14.001102, 789, 269
14.007070, 790, 268
14.012191, 790, 268
14.017765, 790, 268
14.023312, 790, 268
14.028871, 790, 268
14.034441, 790, 268
14.039986, 790, 268
14.045534, 790, 268
14.051105, 790, 268
14.056642, 790, 268
14.062192, 790, 268
14.067783, 790, 268
14.073307, 790, 268
14.078852, 790, 268
14.084465, 790, 268
14.090007, 790, 268
14.095538, 790, 268
14.101151, 790, 268
14.106656, 790, 268
14.112208, 790, 268
14.117758, 790, 268
14.123322, 790, 268
14.128870, 790, 268
14.134519, 790, 268
14.139994, 790, 268
14.145539, 790, 268
14.151138, 790, 268
14.156653, 790, 268
14.162199, 790, 268
14.168280, 788, 268
14.173842, 787, 267
14.179228, 785, 266
14.185225, 784, 266
14.190004, 784, 266
14.195905, 783, 265
14.201143, 783, 265
14.206658, 783, 265
14.212607, 783, 265
14.217764, 783, 265
14.223325, 783, 265
14.228868, 783, 265
14.234482, 783, 265
14.239999, 783, 265
14.245546, 783, 265
14.251099, 783, 265
14.256658, 783, 265
14.262210, 783, 265
14.267819, 783, 265
14.273306, 783, 265
14.278951, 782, 265
14.284434, 782, 265
14.290031, 782, 265
14.296060, 781, 264
14.301088, 781, 264
14.307067, 780, 263
14.312997, 779, 261
14.318266, 778, 261
14.323660, 777, 259
14.329493, 776, 257
14.335076, 775, 255
14.340684, 773, 253
14.345890, 773, 252
14.351881, 771, 250
14.357031, 771, 249
14.362617, 770, 248
14.368241, 770, 247
14.373875, 770, 246
14.379231, 770, 245
14.385007, 770, 244
14.390363, 770, 243
14.395902, 770, 242
14.401617, 770, 241
14.407003, 771, 239
14.412567, 771, 238
14.418273, 772, 237
14.435012, 776, 232
14.435075, 776, 232
14.440324, 778, 231
14.445899, 780, 230
14.451830, 782, 229
14.456970, 784, 228
14.462532, 786, 227
14.468221, 789, 227
14.474014, 792, 227
14.479206, 795, 227
14.484897, 799, 227
14.490864, 803, 227
14.495863, 806, 228
14.501809, 810, 230
14.506997, 813, 231
14.512891, 816, 233
14.518205, 819, 235
14.523960, 822, 237
14.529221, 825, 239
14.534763, 828, 242
14.540325, 832, 244
14.545910, 836, 247
14.551880, 839, 251
14.557011, 842, 253
14.562622, 845, 256
14.568221, 848, 259
14.573643, 850, 262
14.579317, 852, 265
14.584862, 853, 268
14.590336, 854, 271
14.595896, 855, 273
14.601826, 855, 276
14.606967, 855, 278
14.612886, 855, 280
14.618203, 855, 281
14.623625, 855, 282
14.629222, 854, 283
14.634870, 853, 284
14.640573, 852, 286
14.645864, 851, 287
14.651578, 848, 288
14.657029, 845, 290
14.662967, 841, 291
14.668205, 837, 293
14.674061, 833, 294
14.679193, 830, 295
14.684859, 827, 296
14.690362, 825, 297
14.695918, 823, 298
14.701554, 822, 299
14.706980, 822, 300
14.712533, 821, 300
14.718155, 821, 301
14.723632, 820, 301
14.728837, 820, 301
14.734421, 820, 301
14.739963, 820, 301
14.745509, 820, 301
14.751076, 820, 301
14.756612, 820, 301
14.762168, 820, 301
14.767739, 820, 301
14.773283, 820, 301
14.778840, 820, 301
14.785039, 820, 301
14.789979, 820, 301
14.795493, 820, 301
14.801058, 820, 301
14.806617, 820, 301
14.812180, 820, 301
14.818356, 821, 302
